Brand,Product_Name,Retail_Price,Discounted_Price,Discount
Burberry,BE 1375,,327,
Burberry,BE 2375,279,139.50,50% Off
Burberry,BE2376,309,154.50,50% Off
Gucci,GG1193O,575,488.75,15% Off
Gucci,GG1205O,605,302.50,50% Off
Gucci,GG1222O,605,423.50,30% Off
Persol,PO1935V,314,157,50% Off
Gucci,GG1133O,385,327.25,15% Off
Gucci,GG1176O,415,290.50,30% Off
Gucci,GG1204O,605,514.25,15% Off
Gucci,GG1265O,490,416.50,15% Off
Gucci,GG1285O,545,463.25,15% Off
Gucci,GG1290O,575,488.75,15% Off
Gucci,GG1295O,605,514.25,15% Off
Gucci,GG1297O,605,423.50,30% Off
Gucci,GG1302O,590,501.50,15% Off
Gucci,GG1303O,590,501.50,15% Off
,,,,
Gucci,GG1341O,305,259.25,15% Off
Gucci,GG1359O,430,365.50,15% Off
Burberry,BE2387,,327,
Burberry,BE2388,338,169,50% Off
Burberry,BE2390,,296,
Gucci,GG1003O,430,365.50,15% Off
Gucci,GG1183O,490,245,50% Off
Gucci,GG1258O,430,365.50,15% Off
Gucci,GG1271O,500,425,15% Off
Gucci,GG1272O,500,425,15% Off
Gucci,GG1273O,590,501.50,15% Off
Gucci,GG1274O,590,295,50% Off
Gucci,GG1291O,575,488.75,15% Off
Gucci,GG1293OA,490,416.50,15% Off
Gucci,GG1299O,590,413,30% Off
Gucci,GG1306OA,560,476,15% Off
Gucci,GG1318O,430,365.50,15% Off
Gucci,GG1319O,430,365.50,15% Off
Gucci,GG1320O,415,352.75,15% Off
Gucci,GG1334O,415,352.75,15% Off
Gucci,GG1343O,305,259.25,15% Off
Versace,VE3342,,316,
Versace,VE3345,326,163,50% Off
,,,,
Versace,VE3346,376,263.20,30% Off
Burberry,BE2388F,338,169,50% Off
Dolce & Gabbana,DG3359,371,259.70,30% Off
Versace,VE1292,383,191.50,50% Off
Versace,VE3344,326,163,50% Off
Versace,VE3344F,326,228.20,30% Off
Versace,VE3347,,376,
Versace,VE3348,346,242.20,30% Off
Versace,VE3350,,376,
Burberry,BE1380,309,154.50,50% Off
Burberry,BE1381,,358,
Burberry,BE2384,327,228.90,30% Off
Burberry,BE2387F,309,154.50,50% Off
Persol,PO3325V,,393,
Persol,PO3329V,,422,
Persol,PO3334V,,393,
Persol,PO3340V,422,295.40,30% Off
Burberry,BE2391,309,154.50,50% Off
Dolce & Gabbana,DG3375B,,393,
Dolce & Gabbana,DG3377,,364,
Dolce & Gabbana,DG3378,343,240.10,30% Off
Dolce & Gabbana,DG3380,,393,
Dolce & Gabbana,DG5106U,343,171.50,50% Off
Kate Spade,Acerra,,245,
,,,,
Kate Spade,Addisyn,,250,
Kate Spade,Anaya,,195,
Kate Spade,Everleigh,,230,
Kate Spade,Hana,,230,
Kate Spade,Irene,,245,
Kate Spade,Laylani,230,161,30% Off
Kate Spade,Leanna/G,,240,
Kate Spade,Muriel/G,,245,
Kate Spade,Paityn/G,,245,
Kate Spade,Samara/G,,240,
Kate Spade,Scarletta/G,,250,
Kate Spade,Serenity/G,,240,
Kate Spade,Tianna,,240,
Kate Spade,Violette,240,168,30% Off
Burberry,BE2356,293,146.50,50% Off
Versace,VE1280,,300,
Versace,VE3315,256,128,50% Off
Burberry,BE1366,309,154.50,50% Off
Burberry,BE2386,309,154.50,50% Off
Dolce & Gabbana,DG3376B,371,259.70,30% Off
Dolce & Gabbana,DG3379,371,259.70,30% Off
Persol,PO3345V,,422,
Persol,PO3351V,,363,
Persol,PO3348V,,452,
,,,,
Persol,PO3347V,,452,
Burberry,BE2403,,358,
Burberry,BE2406U,,421,
Burberry,BE2408U,483,338.10,30% Off
Burberry,BE2409,368,257.60,30% Off
Burberry,BE2410,,311,
Burberry,BE2411,,311,
Dolce & Gabbana,DG1353,425,297.50,30% Off
Dolce & Gabbana,DG3387,,364,
Dolce & Gabbana,DG3389,,371,
Dolce & Gabbana,DG3393,364,254.80,30% Off
Dolce & Gabbana,DG3395,,422,
Versace,VE3354F,,406,
Versace,VE3352U,270,135,50% Off
Versace,VE3362U,,357,
Versace,VE3355U,286,200.20,30% Off
Versace,VE3353,,376,
Versace,VE1298,,346,
Versace,VE3356,346,242.20,30% Off
Versace,VE3354,,406,
Versace,VE3317,256,128,50% Off
Versace,VE3318,310,155,50% Off
Gucci,GG1221O,605,514.25,15% Off
Gucci,GG1590O,415,352.75,15% Off
,,,,
Gucci,GG1549O,525,446.25,15% Off
Gucci,GG1548O,525,446.25,15% Off
Gucci,GG1536O,370,314.50,15% Off
Gucci,GG1530O,605,514.25,15% Off
Gucci,GG1586O,490,416.50,15% Off
Gucci,GG1577O,500,425,15% Off
Gucci,GG1540O,370,314.50,15% Off
Gucci,GG1526O,490,416.50,15% Off
Gucci,GG1519O,630,535.50,15% Off
Kate Spade,Belen,,245,
Kate Spade,Charlee,,245,
Kate Spade,Lucyann,230,161,30% Off
Kate Spade,Madisyn/G,240,168,30% Off
Kate Spade,Noel/G,,250,
Kate Spade,Ophelia/F,,245,
Gucci,GG1344O,305,259.25,15% Off
Kate Spade,AUBRIE,175,122.50,30% Off
Kate Spade,CECILY,,175,
Kate Spade,CELESTINE,,240,
Kate Spade,ELODIE,,175,
Kate Spade,LUCINDA,,240,
Kate Spade,NATALY,240,168,30% Off
Kate Spade,TILLIE,175,122.50,30% Off
Gucci,GG1580O,305,259.25,15% Off
,,,,
Gucci,GG1581O,305,259.25,15% Off
Gucci,GG1584O,305,259.25,15% Off
Gucci,GG1509O,525,446.25,15% Off
Gucci,GG1510O,525,446.25,15% Off
Dolce & Gabbana,DG3364F,288,144,50% Off
Versace,VE1288,298,149,50% Off
Persol,PO3355V,,363,
Persol,PO3358V,,363,
Persol,PO3362V,,393,
Persol,PO3364V,,393,
Versace,VE1302,,526,
Versace,VE3363U,,300,
Versace,VE3364U,,300,
Versace,VE3365U,,300,
Versace,VE3366,,450,
Versace,VE3367U,,376,
Versace,VE3368U,,376,
Kate Spade,Crishell,,240,
Dolce & Gabbana,DG3397,,393,
Dolce & Gabbana,DG3398,,364,
Dolce & Gabbana,DG3399,,364,
Dolce & Gabbana,DG3404,,422,
Dolce & Gabbana,DG3405,,422,
Dolce & Gabbana,DG3406,,422,
,,,,
Dolce & Gabbana,DG3407,,422,
Dolce & Gabbana,DG3409,,451,
Burberry,BE1389,,390,
Burberry,BE1390,,390,
Burberry,BE1391,,390,
Burberry,BE2415,,327,
Burberry,BE2415F,,327,
Burberry,BE2416F,,327,
Burberry,BE2417,,327,
Burberry,BE2417F,,327,
Burberry,BE2418U,,390,
Burberry,BE2419,,483,
Burberry,BE2420,,421,
Burberry,BE2421,,421,
Burberry,BE2423D,,390,
Burberry,BE2425D,,327,
Burberry,BE2426D,,390,
Burberry,BE2416,,327,
Kate Spade,AMABELLA/G,,245,
Kate Spade,CLIO/G,,245,
Kate Spade,CLOVER/F,270,189,30% Off
Kate Spade,KATTALIN/F,,240,
Kate Spade,LELIA,,230,
Kate Spade,MADRIGAL/G,,225,
,,,,
Kate Spade,MARJORIE,,240,
Kate Spade,ROSALIND/G,,240,
Kate Spade,SUKI/F,,225,
Persol,PO1005V,327,163.50,50% Off
Persol,PO1007V,342,171,50% Off
Persol,PO1008V,342,171,50% Off
Persol,PO1010V,342,171,50% Off
Persol,PO2471V,322,161,50% Off
Persol,PO2490V,300,150,50% Off
Persol,PO2491V,300,150,50% Off
Persol,PO2494V,327,163.50,50% Off
Persol,PO2495V,327,163.50,50% Off
Persol,PO3284V,342,171,50% Off
Persol,PO3294V,391,273.70,30% Off
Persol,PO3295V,391,273.70,30% Off
Persol,PO3314V,314,157,50% Off
Persol,PO3317V,328,164,50% Off
Versace,VE3341U,,346,
Burberry,BE2375,279,139.50,50% Off
Dolce & Gabbana,DG1346,316,158,50% Off
Dolce & Gabbana,DG1347,316,158,50% Off
Dolce & Gabbana,DG1348,316,158,50% Off
Dolce & Gabbana,DG3361,343,171.50,50% Off
Dolce & Gabbana,DG3363,,306,
,,,,
Dolce & Gabbana,DG3363F,288,144,50% Off
Dolce & Gabbana,DG3364,288,144,50% Off
Dolce & Gabbana,DG3365,288,144,50% Off
Dolce & Gabbana,DG3367,343,171.50,50% Off
Dolce & Gabbana,DG3370,371,185.50,50% Off
Dolce & Gabbana,DG3371,371,185.50,50% Off
Dolce & Gabbana,DG3371F,371,185.50,50% Off
Gucci,GG1598O,385,327.25,15% Off
Gucci,GG1597O,385,327.25,15% Off
Gucci,GG1594O,500,425,15% Off
Gucci,GG1589O,415,352.75,15% Off
Gucci,GG1522O,490,416.50,15% Off
Gucci,GG1573O,340,289,15% Off
Gucci,GG1572O,340,289,15% Off
Gucci,GG1539O,370,314.50,15% Off
Gucci,GG1525O,490,416.50,15% Off
Dolce & Gabbana,DG5083,261,182.70,30% Off
Dolce & Gabbana,DG5105U,343,171.50,50% Off
Persol,PO1001V,327,163.50,50% Off
Burberry,BE2352F,,327,
Burberry,BE1377,309,154.50,50% Off
Dolce & Gabbana,DG3362,343,171.50,50% Off
Persol,PO3339V,,348,
Persol,PO3331V,370,185,50% Off
,,,,
Versace,VE3343,298,208.60,30% Off
Versace,VE3349U,316,221.20,30% Off
Persol,PO3337V,,348,
Persol,PO3338V,348,174,50% Off
Gucci,GG1669O,515,437.75,15% Off
Gucci,GG1682O,430,365.50,15% Off
Gucci,GG1687O,430,365.50,15% Off
Gucci,GG1693O,445,378.25,15% Off
Gucci,GG1694OA,445,378.25,15% Off
Gucci,GG1715O,305,259.25,15% Off
Gucci,GG1717O,305,259.25,15% Off
Gucci,GG1728O,370,314.50,15% Off
Gucci,GG1729O,370,314.50,15% Off
Gucci,GG1731O,545,463.25,15% Off
Gucci,GG1737O,400,340,15% Off
Persol,PO3371V,,393,
Persol,PO3372V,,363,
Persol,PO3377V,,393,
Burberry,BE1392,,421,
Burberry,BE1394,,390,
Burberry,BE2427U,,358,
Burberry,BE2428U,,390,
Burberry,BE2430,,327,
Burberry,BE2431,,327,
,,,,
Burberry,BE2433U,,327,
Dolce & Gabbana,DG1359,,335,
Dolce & Gabbana,DG1360,,316,
Dolce & Gabbana,DG1361,,453,
Dolce & Gabbana,DG3410,,335,
Dolce & Gabbana,DG3413,,422,
Dolce & Gabbana,DG3415,,335,
Dolce & Gabbana,DG3419,,393,
Dolce & Gabbana,DG3421,,364,
Versace,VE1304,,316,
Versace,VE1305,,450,
Versace,VE1306,,406,
Versace,VE1307,,406,
Versace,VE3372U,,376,
Versace,VE3374U,,316,
Versace,VE3375,,286,
Versace,VE3377U,,346,
Versace,VE3378D,,316,
Burberry,BE1378D,338,236.60,30% Off
Burberry,BE1382D,338,236.60,30% Off
Burberry,BE2356F,293,146.50,50% Off
Burberry,BE2385U,279,139.50,50% Off
Burberry,BE2389,279,139.50,50% Off
,,,,
Burberry,BE2392,338,169,50% Off
Versace,VE1296,354,177,50% Off
Versace,VE3359,354,177,50% Off
Gucci,GG1035O,370,259,30% Off
Gucci,GG1225O,575,402.50,30% Off
Dolce & Gabbana,DG3381,343,240.10,30% Off
Dolce & Gabbana,DG5102,288,144,50% Off
Dolce & Gabbana,DG5107,411,287.70,30% Off
Burberry,BE1368,293,146.50,50% Off
Burberry,BE1370D,309,154.50,50% Off
Burberry,BE1374TD,309,216.30,30% Off
Kate Spade,Aggie,,205,
Kate Spade,Atalina/F,,245,
Kate Spade,Cinzia,,225,
Kate Spade,Claudie/G,,245,
Kate Spade,Conceta/FJ,245,171.50,30% Off
Burberry,BE2382D,309,154.50,50% Off
Burberry,BE2386F,309,216.30,30% Off
Burberry,BE2392F,338,236.60,30% Off
Versace,VE1281,270,135,50% Off
Versace,VE3317F,256,128,50% Off
Versace,VE3335F,310,155,50% Off
Versace,VE3357,326,228.20,30% Off
Versace,VE3358B,453,317.10,30% Off
,,,,
Dolce & Gabbana,DG3373,,335,
Dolce & Gabbana,DG3383,,364,
Gucci,GG1414O,575,488.75,15% Off
Gucci,GG1415O,575,402.50,30% Off
Gucci,GG1418O,500,350,30% Off
Gucci,GG1423O,495,420.75,15% Off
Gucci,GG1466OA,575,488.75,15% Off
Gucci,GG1424O,430,365.50,15% Off
Gucci,GG1465OA,460,391,15% Off
Gucci,GG1428O,430,365.50,15% Off
Gucci,GG1433O,460,322,30% Off
Gucci,GG1458O,460,322,30% Off
Gucci,GG1451O,545,463.25,15% Off
Gucci,GG1434O,620,527,15% Off
Gucci,GG1448O,490,416.50,15% Off
Gucci,GG1447O,445,311.50,30% Off
Gucci,GG1445O,445,378.25,15% Off
Gucci,GG1442O,665,465.50,30% Off
Persol,PO3298V,328,164,50% Off
Persol,PO3344V,,363,
Persol,PO3352V,393,196.50,50% Off
Persol,PO3353V,,342,
Gucci,GG1197OA,590,501.50,15% Off
Burberry,BE1369TD,309,154.50,50% Off
,,,,
Burberry,BE1373,334,233.80,30% Off
Burberry,BE1375,309,154.50,50% Off
Burberry,BE2384F,309,154.50,50% Off
Gucci,GG1025O,500,350,30% Off
Gucci,GG1208O,605,423.50,30% Off
Dolce & Gabbana,DG3353,316,221.20,30% Off
Kate Spade,CORINA,,240,
Kate Spade,LAUREL,,240,
Kate Spade,DOVE/G,,245,
Kate Spade,ZELDA,,240,
Kate Spade,ESTI,,205,
Kate Spade,TEMPERANCE,,245,
Kate Spade,POSI,,245,
Kate Spade,PIXIE,,175,
Kate Spade,FABLE,,245,
Kate Spade,GAIA,,225,
Kate Spade,GRACY,,175,
Kate Spade,RAYA,,175,
Kate Spade,MACKINLEY,,175,
Kate Spade,LIORA/G,,240,
Kate Spade,LEOTA/G,,245,
Kate Spade,HALLIE/G,,245,
Kate Spade,PAYTON/F,,245,
Kate Spade,LUCYANN/F,,230,
,,,,
Kate Spade,HAZEN/F,,245,
Kate Spade,LUELLA/F,,240,
Kate Spade,JERI/F,,240,
Burberry,BE1352D,,309,
Burberry,BE1386,368,257.60,30% Off
Burberry,BE2407,421,294.70,30% Off
Burberry,BE2410F,311,217.70,30% Off
Versace,VE1301,526,368.20,30% Off
Versace,VE3366F,450,315,30% Off
Kate Spade,KS Delanie,,195,
Kate Spade,KS Kinny/G,,240,
Kate Spade,KS Kora/G,,205,
Kate Spade,KS Mandee,,240,
Kate Spade,KS Marnie 2/G,,240,
Kate Spade,KS ORA,,240,
Kate Spade,KS ROZALYN/G,,240,
Kate Spade,KS SHIANNE/G,,225,
Kate Spade,KS TEYA,,225,
Kate Spade,KS ZEENA 2/G,,240,
Persol,PO3012V,,333,
Persol,PO2410VJ,,363,
Burberry,BE2108,,265,
Persol,PO3050V,,333,
Kate Spade,Brylie,240,168,30% Off
,,,,
Kate Spade,Johnna,,255,
Kate Spade,Laurianne,245,171.50,30% Off
Kate Spade,Atalina,245,171.50,30% Off
Kate Spade,Diandra,,255,
Kate Spade,Jeri,240,168,30% Off
Kate Spade,Lucyann 2,230,161,30% Off
Kate Spade,Vandra,,250,
Kate Spade,Emilyn,,255,
Kate Spade,Jabria,,245,
Kate Spade,Jonae,,265,
Kate Spade,Karlyn,255,178.50,30% Off
Kate Spade,Adrie,,245,
Kate Spade,Brieana,,255,
Kate Spade,Bronwen,,240,
Kate Spade,Cardea,,245,
Kate Spade,Luella,,240,
Kate Spade,Maci,,240,
Kate Spade,Kamila,,230,
Kate Spade,Natalia,240,168,30% Off
Kate Spade,Payton,230,161,30% Off
Kate Spade,Rainey,,245,
Persol,PO2886V - Folding,,422,
Burberry,BE2073,,249,
Persol,PO3007V,,333,
,,,,
Versace,VE1066,,270,
Versace,VE1184,,270,
Ray-Ban Junior,RY1535,,122,
Ray-Ban Junior,RY1536,,110,
Guess,GM0243,308,154,50% Off
Ray-Ban Junior,RY1549,,122,
Guess,GM0281,308,154,50% Off
Ray-Ban Junior,RY1554,,110,
Ray-Ban Junior,RY1555,,122,
Guess,GU2583,208,104,50% Off
Ray-Ban Junior,RY1570,134,93.80,30% Off
Guess,GU2658,235,117.50,50% Off
Guess,GU2673,208,104,50% Off
Guess,GU2677,235,117.50,50% Off
Guess,GU2687,230,115,50% Off
Guess,GU1952,208,104,50% Off
Guess,GU1954,208,104,50% Off
Guess,GU2674,208,104,50% Off
Ray-Ban Junior,RY1053,,134,
Ray-Ban Junior,RY1587,,110,
Ray-Ban Junior,RY1586,,98,
Ray-Ban Junior,RY1588,,122,
Guess,GU2725,195,97.50,50% Off
,,,,
Guess,GU2731,208,104,50% Off
Oakley Youth,Steel Plate XS,,135,
Oakley Youth,Shifter XS,,123,
Oakley Youth,Crosslink XS,,135,
Oakley Youth,Airdrop XS,,135,
Oakley Youth,Milestone XS,,135,
Oakley Youth,Marshal XS,,135,
Oakley Youth,Airdrop XS - Alternate Fit,,135,
Oakley Youth,Field Day,,135,
Oakley Youth,Twin Tail,116,81.20,30% Off
Oakley Youth,Frogskins XS,,144,
Oakley Youth,Cartwheel,,123,
Guess,GU2754,208,104,50% Off
Ray-Ban Junior,RY1591,,110,
Guess,GU1993,200,100,50% Off
Ray-Ban Junior,RY1592,,110,
Ray-Ban Junior,RY1598,,98,
Guess,GU2792,238,119,50% Off
Guess,GU50003,192,96,50% Off
Guess,GU50007-D,230,115,50% Off
Ray-Ban Junior,RY1901,88,44,50% Off
Guess,GU2813,184,92,50% Off
Oakley Youth,Round Off,,123,
Ray-Ban Junior,RY1601,,87,
,,,,
Oakley Youth,Full Count,,135,
Guess,GU50018,208,104,50% Off
Oakley Youth,Round Out,,135,
Oakley Youth,Top Level,,123,
Oakley Youth,Whipback,,123,
Oakley Youth,Drop Kick,,116,
Guess,GU2848,194,97,50% Off
Guess,GU2849,192,96,50% Off
Guess,GU2855-S,243,121.50,50% Off
Ray-Ban Junior,RY1555F,,122,
Guess,GU2878,194,135.80,30% Off
Guess,GU2879,238,119,50% Off
Guess,GU2880,227,113.50,50% Off
Guess,GU2881,205,102.50,50% Off
Guess,GU50045,227,113.50,50% Off
Oakley Youth,Double Steal,,123,
Oakley Youth,Top Level - Alternate Fit,,123,
Guess,GU2888-D,216,108,50% Off
Guess,GU2912,221,110.50,50% Off
Guess,GU50055-D,227,113.50,50% Off
Guess,GU50063,208,104,50% Off
Guess,GU2908,205,143.50,30% Off
Guess,GU2874,227,113.50,50% Off
Ray-Ban Junior,RY9074V,,87,
,,,,
Guess,GU2903,180,126,30% Off
Guess,GU2904,189,94.50,50% Off
Oakley Youth,Quad Out,,135,
Ray-Ban Junior,RY9093V,,87,
Ray-Ban Junior,RY1612,87,60.90,30% Off
Ray-Ban Junior,RY9074VF - Alternate Fit,,87,
Ray-Ban Junior,RY9095V - Thalia,,87,
Ray-Ban Junior,RY9075VF - Alternate Fit,82,57.40,30% Off
Guess,GU2918-D,216,108,50% Off
Guess,GU5222,230,115,50% Off
Guess,GU2935,192,96,50% Off
Guess,GU2940,208,104,50% Off
Ray-Ban Junior,RY1058,,98,
Ray-Ban Junior,RY1619,,87,
Ray-Ban Junior,RY9707V,93,46.50,50% Off
Guess,GU2960,235,117.50,50% Off
Guess,GU50082,192,96,50% Off
Guess,GU50087-D,184,92.70,50% Off
Guess,GU50088-D,203,101.50,50% Off
Guess,GU2962-D,203,101.50,50% Off
Guess,GU2958,208,104,50% Off
Guess,GU2956,208,104,50% Off
Guess,GU2953,208,104,50% Off
Guess,GU2952,208,104,50% Off
,,,,
Ray-Ban Junior,RY9097V Elliot Optics Kids,,87,
Ray-Ban Junior,RY9572V Rob Optics Kids,,98,
Guess,GM0390,257,128.50,50% Off
Guess,GU2943,227,113.50,50% Off
Guess,GU2965,192,96,50% Off
Guess,GU2967,208,104,50% Off
Guess,GU2969,208,104,50% Off
Guess,GU50089,176,88,50% Off
Oakley Youth,Doting,,135,
Oakley Youth,Bunt,,123,
Guess,GU8281,176,88,50% Off
Guess,GM0397,243,121.50,50% Off
Guess,GM0399,243,121.50,50% Off
Guess,GU2978,195,97.50,50% Off
Ray-Ban Junior,RY1628,87,60.90,30% Off
Ray-Ban Junior,RY1627,98,68.60,30% Off
Ray-Ban Junior,RY9078V,87,60.90,30% Off
Guess,GU2966,176,88,50% Off
Guess,GU2977,166,85.50,48% Off
Guess,GU2979,227,113.50,50% Off
Guess,GU2980,227,113.50,50% Off
Guess,GU50077-D,221,110.50,50% Off
Guess,GM50000,243,121.50,50% Off
Guess,GU2982,208,104,50% Off
,,,,
Guess,GU2983,208,104,50% Off
Guess,GU2992-D,184,92.70,50% Off
Guess,GM50009,257,128.50,50% Off
Guess,GM50008,257,128.50,50% Off
Guess,GM50007,284,142,50% Off
Guess,GM50006,284,142,50% Off
Guess,GU50154-D,184,92.70,50% Off
Guess,GU50153-D,184,92.70,50% Off
Guess,GU50130,192,96,50% Off
Guess,GU50133,192,96,50% Off
Guess,GU50131,208,104,50% Off
Guess,GU50095,192,96,50% Off
Guess,GU2985,208,104,50% Off
Guess,GU2984,227,113.50,50% Off
Oakley Youth,Field Day Introspect Collection,,135,
Oakley Youth,Flip-Kick,,135,
Ray-Ban Junior,RY1632,,87,
Ray-Ban Junior,RY9098V,111,77.70,30% Off
Ray-Ban Junior,RY9594V,98,68.60,30% Off
Guess,GM50013,257,128.50,50% Off
Guess,GM50012,251,125.50,50% Off
Guess,GU50126,216,108,50% Off
Guess,GU50124,230,115,50% Off
Guess,GU50122,208,104,50% Off
,,,,
Guess,GU50135,208,104,50% Off
Guess,GU50121,208,104,50% Off
Guess,GU50132,208,104,50% Off
Guess,GU50116,230,115,50% Off
Guess,GU50094,192,96,50% Off
Guess,GU50145,195,97.50,50% Off
Guess,GU50150,192,96,50% Off
Guess,GU50196,230,115,50% Off
Guess,GU50197,230,115,50% Off
Guess,GU50198,230,115,50% Off
Oakley Youth,Field Marsh,,135,
Oakley Youth,Quad Out (Low Bridge Fit),,135,
Ray-Ban Junior,RB1636,,111,
Ray-Ban Junior,RB1905,,87,
Guess,GU50149,192,96,50% Off
Guess,GU50120,227,113.50,50% Off
Guess,GU50119,208,104,50% Off
Guess,GU50114,211,105.50,50% Off
Guess,GU50115,192,96,50% Off
Guess,GU50112,192,96,50% Off
Guess,GM50011,243,121.50,50% Off
Guess,GM50010,243,121.50,50% Off
Guess,GU50194,184,92.70,50% Off
Guess,GU50163,184,92.70,50% Off
,,,,
Guess,GU50162,184,92.70,50% Off
Guess,GU50118,230,115,50% Off
Guess,GU50123,203,101.50,50% Off
Guess,GU50206-D,203,101.50,50% Off
Guess,GU50203-D,203,101.50,50% Off
Guess,GU50201-D,184,92.70,50% Off
Guess,GU50193,227,113.50,50% Off
Guess,GU50191,208,104,50% Off
Guess,GU50190,208,104,50% Off
Guess,GU50185,227,113.50,50% Off
Guess,GU50183,192,96,50% Off
Guess,GU50181,208,104,50% Off
Guess,GU50179,208,104,50% Off
Guess,GU50174,208,104,50% Off
Guess,GM50019,284,142,50% Off
Guess,GM50018,284,142,50% Off
Guess,GM50017,284,142,50% Off
Guess,GM50016,284,142,50% Off
Guess,GM50014,243,121.50,50% Off
Guess,GU50180,230,115,50% Off
Guess,GU50184,170,85,50% Off
Guess,GU50186,167,85.50,49% Off
Guess,GU50169,170,85,50% Off
Guess,GU50170,170,85,50% Off
,,,,
Guess,GU50172,195,97.50,50% Off
Guess,GU50173,195,97.50,50% Off
Guess,GU50176,195,97.50,50% Off
Ray-Ban Junior,RY1621,,87,
Ray-Ban Junior,RB1642,,105,
Guess,GU2976,184,92,50% Off
Guess,GU2975,211,105.50,50% Off
Guess,GU2974,211,105.50,50% Off
Guess,GU2959,224,112,50% Off
Guess,GU2957,230,115,50% Off
Guess,GU2954,230,115,50% Off
Guess,GU2950,175,122.50,30% Off
Guess,GU2872,238,119,50% Off
Guess,GU2850,176,123.20,30% Off
Guess,GU50097,230,115,50% Off
Guess,GU50079,238,119,50% Off
Ray-Ban Junior,RB9082V,,115,
Guess,GU2986,203,101.50,50% Off
Guess,GU50256-D,221,110.50,50% Off
Guess,GU50255-D,216,108,50% Off
Guess,GU50240,192,96,50% Off
Guess,GU50235,235,117.50,50% Off
Guess,GU50234,235,117.50,50% Off
Guess,GU50230,227,113.50,50% Off
,,,,
Guess,GU50229,227,113.50,50% Off
Guess,GU50187,167,85.50,49% Off
Guess,GU50224,192,96,50% Off
Guess,GU50225,192,96,50% Off
Guess,GU50227,208,104,50% Off
Guess,GU50232,208,104,50% Off
Guess,GU50242,227,113.50,50% Off
Guess,GU50243,226,113,50% Off
Guess,GU50244,226,113,50% Off
Oakley Youth,Sando,,135,
Oakley Youth,Humbly,123,61.50,50% Off
Oakley Youth,Kick Over,,135,
Ray-Ban Junior,RB1053,,126,
Ray-Ban Junior,RB1058,,93,
Ray-Ban Junior,RB1549,,122,
Ray-Ban Junior,RB1587,,103,
Ray-Ban Junior,RB1620,82,41,50% Off
Ray-Ban Junior,RB9074V,,82,
Ray-Ban Junior,RB9095V,,82,
Ray-Ban Junior,RB9097V,,87,
Ray-Ban Junior,RB9098V,,111,
Ray-Ban Junior,RB9572V,,93,
Guess,GU50246,167,87.30,48% Off
Guess,GU50233,208,104,50% Off
,,,,
Guess,GU50223,192,96,50% Off
Guess,GM50039,270,135,50% Off
Guess,GM50038,257,128.50,50% Off
Guess,GM50037,270,135,50% Off
Guess,GM50036,270,135,50% Off
Guess,GM50030,243,121.50,50% Off
Guess,GM50029,243,121.50,50% Off
Oakley Youth,Full Turn,135,67.50,50% Off
Oakley Youth,Aglow,,135,
Oakley Youth,Fielder,,135,
Oakley Youth,Humbly (Low Bridge Fit),,123,
Ray-Ban Junior,RB1059,82,41,50% Off
Ray-Ban Junior,RB1555,,115,
Ray-Ban Junior,RB1591,,103,
Ray-Ban Junior,RB1598,,93,
Ray-Ban Junior,RB1627,93,46.50,50% Off
Ray-Ban Junior,RB1632,,82,
Ray-Ban Junior,RB9075V,,82,
Guess,GU50252,167,87.30,48% Off
Guess,GU50249,192,96,50% Off
Guess,GU50247,192,96,50% Off
Guess,GU50245,167,87.30,48% Off
Guess,GU50238,192,96,50% Off
Ray-Ban Junior,RB1625D,,119,
,,,,
Ray-Ban Junior,RY1528,,122,
Guess,GU1731,200,100,50% Off
Ray-Ban Junior,RY1530,,110,
Ray-Ban Junior,RY1531,,122,
Ray-Ban Meta Gen 1,RW4006 - Wayfarer,,379,
Starck,SH1043X,442,309.40,30% Off
Costa,Bimini Road 400,,183,
Vera Bradley Kids,Meadow,,126.39,
Nike,7117,219,175.20,20% Off
CHARMANT Titanium Perfection,CT 29129,282.17,169.30,40% Off
Cole Haan,CH4500,210.60,168.48,20% Off
Stetson,Stetson XL 19,194.88,97.44,50% Off
Marc Jacobs,Marc 766,235,141,40% Off
Liz Claiborne,L 654,210,136.50,35% Off
Caterpillar,CTO-3013,139,118.15,15% Off
Safilo Elasta,E 3069,225,112.50,50% Off
RALPH by Ralph Lauren,RA7039,,141,
XXL,Guardian,205,102.50,50% Off
Aristar,AR 18664,125,97.50,22% Off
Via Spiga,Pia,209.88,104.94,50% Off
Via Spiga,Benedetta,209.88,104.94,50% Off
XXL,Hawkeye,182.38,91.19,50% Off
Gizmo Rubber,GZ 1008,101.14,91.02,10% Off
Stetson,Stetson XL 45,194.88,97.44,50% Off
,,,,
Polo Kids,PP8520,,114,
Original Penguin,The Charlton,218,174.31,20% Off
Takumi,TK903 No Clip-On Lens,209.98,115.74,45% Off
Takumi,TK904 No Clip-On Lens,209.98,115.74,45% Off
Takumi,TK906 No Clip-On Lens,209.98,115.74,45% Off
Takumi,TK908 With Magnetic Clip-On Lens,209.98,115.74,45% Off
Takumi,TK910 With Magnetic Clip-On Lens,209.98,115.74,45% Off
Takumi,TK915 With Magnetic Clip-On Lens,209.98,115.74,45% Off
Takumi,TK916 With Magnetic Clip-On Lens,209.98,115.74,45% Off
Takumi,TK917 With Magnetic Clip-On Lens,209.98,115.74,45% Off
